Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ACSL3	6.54E-18	0.576014083	0.321	0.206	1.09E-13	Astro	ACSL3
NFE2L2	1.69E-17	0.4977888	0.256	0.147	2.81E-13	Astro	NFE2L2
EFR3A	6.06E-17	0.488723548	0.265	0.156	1.01E-12	Astro	EFR3A
RABGAP1	2.44E-16	0.448886911	0.41	0.305	4.06E-12	Astro	RABGAP1
C14orf37	3.53E-16	0.452322151	0.361	0.248	5.88E-12	Astro	C14orf37
ACYP2	4.38E-16	0.45454367	0.409	0.305	7.29E-12	Astro	ACYP2
CPEB3	5.46E-16	0.425077574	0.493	0.408	9.08E-12	Astro	CPEB3
ACAP2	1.02E-15	0.470824115	0.369	0.262	1.69E-11	Astro	ACAP2
DENND1A	2.25E-15	0.412005978	0.452	0.361	3.75E-11	Astro	DENND1A
STXBP5	2.30E-15	0.403645796	0.489	0.39	3.83E-11	Astro	STXBP5
ELP4	2.97E-15	0.475453446	0.277	0.173	4.94E-11	Astro	ELP4
ARHGEF12	1.28E-14	0.436018612	0.422	0.319	2.14E-10	Astro	ARHGEF12
IGSF11	3.08E-14	0.493273502	0.292	0.191	5.12E-10	Astro	IGSF11
7-Sep	9.13E-14	0.361528742	0.38	0.273	1.52E-09	Astro	7-Sep
MED12L	1.27E-13	0.401471423	0.42	0.322	2.11E-09	Astro	MED12L
CLIP1	1.30E-13	0.431706143	0.353	0.26	2.16E-09	Astro	CLIP1
MAP4K4	4.47E-13	0.420967626	0.396	0.296	7.43E-09	Astro	MAP4K4
POGZ	1.69E-12	0.383821277	0.388	0.296	2.82E-08	Astro	POGZ
KLF12	2.41E-12	0.361666574	0.306	0.207	4.02E-08	Astro	KLF12
DPP10	3.05E-12	0.559158968	0.894	0.89	5.07E-08	Astro	DPP10
POU2F1	4.17E-12	0.391098113	0.413	0.329	6.94E-08	Astro	POU2F1
RORB	4.95E-12	0.251003953	0.344	0.228	8.24E-08	Astro	RORB
CLASP1	1.10E-11	0.388072356	0.416	0.329	1.83E-07	Astro	CLASP1
ADD1	1.44E-11	0.413794331	0.285	0.198	2.39E-07	Astro	ADD1
OSBPL6	1.47E-11	0.353021872	0.476	0.393	2.44E-07	Astro	OSBPL6
SCD5	2.30E-11	0.365714569	0.35	0.257	3.82E-07	Astro	SCD5
PTPN13	2.55E-11	0.370379126	0.28	0.188	4.24E-07	Astro	PTPN13
FAM171A1	2.69E-11	0.402393994	0.349	0.261	4.48E-07	Astro	FAM171A1
SON	3.29E-11	0.441013562	0.31	0.225	5.47E-07	Astro	SON
CPEB4	6.15E-11	0.359429609	0.38	0.296	1.02E-06	Astro	CPEB4
KMT2C	8.42E-11	0.353813008	0.425	0.341	1.40E-06	Astro	KMT2C
SPAG9	1.01E-10	0.422627964	0.281	0.2	1.68E-06	Astro	SPAG9
BRINP3	1.11E-10	0.378177637	0.344	0.256	1.85E-06	Astro	BRINP3
RNF150	1.72E-10	0.430352619	0.322	0.24	2.87E-06	Astro	RNF150
EFR3B	1.97E-10	0.385596158	0.262	0.178	3.28E-06	Astro	EFR3B
CKB	3.77E-10	0.402475168	0.305	0.223	6.27E-06	Astro	CKB
DNM3	6.29E-10	0.266207385	0.568	0.506	1.05E-05	Astro	DNM3
PHACTR3	8.03E-10	0.376948979	0.373	0.298	1.34E-05	Astro	PHACTR3
EHMT1	9.21E-10	0.349103366	0.329	0.248	1.53E-05	Astro	EHMT1
PPP1R9A	9.47E-10	0.33470407	0.398	0.318	1.58E-05	Astro	PPP1R9A
CNTN1	1.15E-09	0.275327413	0.667	0.639	1.91E-05	Astro	CNTN1
SMARCA2	1.72E-09	0.340551233	0.375	0.293	2.85E-05	Astro	SMARCA2
GNG7	2.66E-09	0.326818068	0.256	0.176	4.43E-05	Astro	GNG7
SLC35F1	3.88E-09	0.267374855	0.464	0.385	6.45E-05	Astro	SLC35F1
HMGB1	6.24E-09	0.369951902	0.368	0.296	0.000103865	Astro	HMGB1
NSMCE2	1.16E-08	0.37031507	0.349	0.279	0.000193032	Astro	NSMCE2
NUMB	1.49E-08	0.429176107	0.276	0.208	0.000248162	Astro	NUMB
ATG7	1.76E-08	0.312870353	0.466	0.413	0.000292975	Astro	ATG7
PAPD4	2.19E-08	0.351899126	0.265	0.195	0.000363853	Astro	PAPD4
REV3L	4.25E-08	0.317599473	0.433	0.372	0.000706578	Astro	REV3L
SNX29	5.95E-08	0.337460364	0.277	0.208	0.000990512	Astro	SNX29
FAT3	8.21E-08	0.343095383	0.432	0.373	0.001365891	Astro	FAT3
SRSF5	1.66E-07	0.303743493	0.299	0.227	0.002767802	Astro	SRSF5
NEK1	2.10E-07	0.359273974	0.255	0.189	0.003492937	Astro	NEK1
C11orf49	2.23E-07	0.302397634	0.391	0.329	0.003710312	Astro	C11orf49
PCCA	3.75E-07	0.322665829	0.312	0.251	0.006244763	Astro	PCCA
ZCCHC11	4.09E-07	0.332561282	0.306	0.245	0.006804869	Astro	ZCCHC11
PHYHIPL	4.28E-07	0.373920041	0.257	0.196	0.007122704	Astro	PHYHIPL
GABRA2	8.14E-07	0.307062579	0.318	0.252	0.013541414	Astro	GABRA2
GARNL3	1.03E-06	0.321246027	0.356	0.292	0.017143223	Astro	GARNL3
MED13L	1.06E-06	0.312319949	0.423	0.381	0.017624266	Astro	MED13L
ST7	1.38E-06	0.332333991	0.341	0.286	0.022891871	Astro	ST7
ASAP1	1.67E-06	0.283764383	0.391	0.34	0.027817163	Astro	ASAP1
NCKAP1	3.37E-06	0.291186902	0.271	0.212	0.056087862	Astro	NCKAP1
BPTF	5.46E-06	0.284029504	0.394	0.342	0.090905926	Astro	BPTF
DAAM1	6.31E-06	0.298819749	0.361	0.308	0.105020037	Astro	DAAM1
RALGAPA1	6.58E-06	0.281533516	0.351	0.3	0.109504506	Astro	RALGAPA1
EHBP1	7.86E-06	0.260226416	0.463	0.423	0.130756304	Astro	EHBP1
NR3C2	1.15E-05	0.2678564	0.27	0.213	0.191035377	Astro	NR3C2
TAOK3	1.58E-05	0.259475094	0.34	0.286	0.262390286	Astro	TAOK3
PPP6R3	2.14E-05	0.309055483	0.27	0.218	0.355415344	Astro	PPP6R3
XPO1	2.39E-05	0.298279751	0.265	0.218	0.398329164	Astro	XPO1
PTBP2	2.52E-05	0.272543376	0.271	0.219	0.4198435	Astro	PTBP2
PTPRJ	5.10E-05	0.25869088	0.291	0.237	0.84911347	Astro	PTPRJ
CBFA2T2	5.74E-05	0.305353104	0.32	0.276	0.954151309	Astro	CBFA2T2
CIRBP	5.78E-05	0.296968316	0.257	0.206	0.962315432	Astro	CIRBP
NCOA2	5.86E-05	0.280368826	0.283	0.234	0.97439599	Astro	NCOA2
ENSA	7.97E-05	0.279507097	0.265	0.219	1	Astro	ENSA
CDH4	8.06E-05	0.252885439	0.28	0.232	1	Astro	CDH4
RUFY3	8.41E-05	0.259529062	0.349	0.303	1	Astro	RUFY3
KIAA2026	0.000110302	0.253537739	0.253	0.207	1	Astro	KIAA2026
ZBTB16	0.000155248	0.279171526	0.402	0.366	1	Astro	ZBTB16
SPIRE1	0.000184632	0.295428219	0.311	0.273	1	Astro	SPIRE1
EPC1	0.000185193	0.279263444	0.274	0.233	1	Astro	EPC1
TLK1	0.000225533	0.268387744	0.252	0.209	1	Astro	TLK1
PHF21A	0.000247195	0.262505817	0.285	0.242	1	Astro	PHF21A
MARK3	0.00044074	0.266663726	0.363	0.334	1	Astro	MARK3
CSNK1A1	0.001363508	0.273957085	0.261	0.227	1	Astro	CSNK1A1
STXBP5L	1.21E-60	0.499132264	0.891	0.757	2.01E-56	Exc_1	STXBP5L
CLSTN2	4.84E-49	0.69599533	0.558	0.317	8.06E-45	Exc_1	CLSTN2
CACNA1B	2.03E-44	0.464926554	0.83	0.677	3.37E-40	Exc_1	CACNA1B
BAIAP2L2	4.69E-44	0.982195859	0.445	0.252	7.80E-40	Exc_1	BAIAP2L2
DLGAP2	9.90E-44	0.416166453	0.868	0.715	1.65E-39	Exc_1	DLGAP2
SYN3	2.34E-43	0.566394748	0.702	0.521	3.90E-39	Exc_1	SYN3
STX1A	2.69E-43	0.768924282	0.401	0.198	4.48E-39	Exc_1	STX1A
PTPRD	2.26E-41	0.293399217	0.966	0.927	3.76E-37	Exc_1	PTPRD
SLIT3	3.04E-40	0.723680186	0.437	0.234	5.05E-36	Exc_1	SLIT3
IQCJ-SCHIP1	8.84E-40	0.401180587	0.872	0.716	1.47E-35	Exc_1	IQCJ-SCHIP1
KCNIP4	7.78E-39	0.274529642	0.996	0.968	1.29E-34	Exc_1	KCNIP4
RYR2	2.19E-38	0.396238842	0.867	0.752	3.65E-34	Exc_1	RYR2
PKD1	1.22E-35	0.658572072	0.526	0.343	2.03E-31	Exc_1	PKD1
PTPRK	3.44E-35	0.634183812	0.544	0.377	5.73E-31	Exc_1	PTPRK
CHD5	4.69E-34	0.661748336	0.525	0.354	7.81E-30	Exc_1	CHD5
RAP1GAP	9.51E-34	0.738979928	0.437	0.269	1.58E-29	Exc_1	RAP1GAP
TMEM59L	1.50E-33	0.74769062	0.346	0.178	2.49E-29	Exc_1	TMEM59L
GRIN1	2.10E-33	0.648020064	0.5	0.327	3.50E-29	Exc_1	GRIN1
FAM153C	2.65E-33	0.553387785	0.613	0.446	4.41E-29	Exc_1	FAM153C
GOLGA8A	2.88E-32	0.593895152	0.607	0.467	4.79E-28	Exc_1	GOLGA8A
PI4KA	1.36E-30	0.555695157	0.586	0.451	2.26E-26	Exc_1	PI4KA
SNED1	6.54E-30	0.658223195	0.396	0.231	1.09E-25	Exc_1	SNED1
CES4A	2.47E-29	0.660814627	0.35	0.189	4.11E-25	Exc_1	CES4A
ERC2	3.96E-27	0.393330237	0.782	0.677	6.59E-23	Exc_1	ERC2
NECAB1	1.32E-26	0.582193398	0.432	0.274	2.20E-22	Exc_1	NECAB1
CA10	1.37E-26	0.57138958	0.401	0.241	2.27E-22	Exc_1	CA10
RBFOX3	1.16E-24	0.429469009	0.607	0.461	1.94E-20	Exc_1	RBFOX3
RAPGEFL1	1.44E-24	0.670241807	0.315	0.178	2.39E-20	Exc_1	RAPGEFL1
PNCK	2.28E-24	0.67533704	0.316	0.177	3.79E-20	Exc_1	PNCK
GOLGA8B	3.80E-24	0.543703821	0.505	0.37	6.31E-20	Exc_1	GOLGA8B
CACNA1C	4.28E-24	0.340714546	0.783	0.701	7.12E-20	Exc_1	CACNA1C
CACNA1E	8.12E-24	0.545030589	0.48	0.34	1.35E-19	Exc_1	CACNA1E
R3HDM1	1.36E-23	0.360972488	0.744	0.67	2.26E-19	Exc_1	R3HDM1
RAPGEF5	2.53E-23	0.481037738	0.573	0.453	4.20E-19	Exc_1	RAPGEF5
NELL2	4.56E-23	0.396988407	0.618	0.473	7.58E-19	Exc_1	NELL2
KALRN	1.50E-22	0.287175048	0.83	0.776	2.50E-18	Exc_1	KALRN
HS6ST3	2.46E-22	0.362867772	0.658	0.545	4.09E-18	Exc_1	HS6ST3
RGS6	5.29E-22	0.353401871	0.615	0.453	8.79E-18	Exc_1	RGS6
CCDC65	6.47E-22	0.645265337	0.317	0.185	1.08E-17	Exc_1	CCDC65
SPDYE1	8.43E-22	0.540893915	0.439	0.295	1.40E-17	Exc_1	SPDYE1
TIMP3	2.71E-21	0.620916298	0.406	0.271	4.51E-17	Exc_1	TIMP3
FAM19A1	8.37E-21	0.358806084	0.637	0.503	1.39E-16	Exc_1	FAM19A1
SPTBN4	1.97E-20	0.452556799	0.648	0.562	3.27E-16	Exc_1	SPTBN4
RALYL	2.31E-20	0.252350578	0.832	0.729	3.84E-16	Exc_1	RALYL
ODZ4	3.25E-20	0.449230589	0.551	0.442	5.40E-16	Exc_1	ODZ4
PTPRN2	3.83E-20	0.333197549	0.707	0.593	6.37E-16	Exc_1	PTPRN2
SPDYE2	4.60E-20	0.510594719	0.485	0.356	7.66E-16	Exc_1	SPDYE2
KCNH3	8.43E-20	0.564376317	0.31	0.181	1.40E-15	Exc_1	KCNH3
DNM1	1.12E-19	0.48424196	0.53	0.418	1.86E-15	Exc_1	DNM1
KIAA1211L	1.81E-19	0.433791486	0.462	0.327	3.01E-15	Exc_1	KIAA1211L
AK5	2.65E-19	0.417624597	0.524	0.399	4.40E-15	Exc_1	AK5
SPDYE5	3.19E-19	0.524491313	0.367	0.232	5.30E-15	Exc_1	SPDYE5
CDK10	3.28E-19	0.576762065	0.279	0.159	5.46E-15	Exc_1	CDK10
ACADVL	1.28E-18	0.557634625	0.338	0.217	2.14E-14	Exc_1	ACADVL
RHOT2	1.50E-18	0.552177903	0.281	0.164	2.49E-14	Exc_1	RHOT2
DCLK1	5.29E-18	0.311834724	0.709	0.644	8.80E-14	Exc_1	DCLK1
ARPP21	6.46E-18	0.407171402	0.539	0.418	1.07E-13	Exc_1	ARPP21
FAM153B	1.10E-17	0.529555182	0.392	0.275	1.82E-13	Exc_1	FAM153B
TMEM132D	1.14E-17	0.343052825	0.638	0.537	1.89E-13	Exc_1	TMEM132D
PDXDC1	1.74E-17	0.423839273	0.538	0.436	2.89E-13	Exc_1	PDXDC1
ST6GALNAC5	3.82E-17	0.367300099	0.569	0.448	6.35E-13	Exc_1	ST6GALNAC5
CABP1	4.10E-17	0.47992028	0.422	0.312	6.82E-13	Exc_1	CABP1
CALN1	4.59E-17	0.448148513	0.495	0.38	7.63E-13	Exc_1	CALN1
ACAP3	8.81E-17	0.540981505	0.386	0.276	1.47E-12	Exc_1	ACAP3
SLC17A7	3.09E-16	0.575220286	0.258	0.152	5.14E-12	Exc_1	SLC17A7
PRKCB	4.21E-16	0.33040936	0.638	0.547	7.00E-12	Exc_1	PRKCB
MEF2C	8.19E-16	0.295583272	0.729	0.666	1.36E-11	Exc_1	MEF2C
MKL2	2.44E-15	0.398993275	0.549	0.453	4.06E-11	Exc_1	MKL2
SHANK2	7.97E-15	0.345769307	0.56	0.458	1.33E-10	Exc_1	SHANK2
MICAL3	1.93E-14	0.437265002	0.544	0.462	3.21E-10	Exc_1	MICAL3
JPH4	6.79E-14	0.545247259	0.347	0.249	1.13E-09	Exc_1	JPH4
CACNA1A	7.15E-14	0.309642022	0.709	0.638	1.19E-09	Exc_1	CACNA1A
NPIPA1	1.60E-13	0.486624541	0.254	0.158	2.67E-09	Exc_1	NPIPA1
KIFC2	1.94E-13	0.519259192	0.278	0.178	3.23E-09	Exc_1	KIFC2
PCSK2	2.16E-13	0.33874714	0.503	0.397	3.59E-09	Exc_1	PCSK2
SAT2	2.65E-13	0.470521294	0.325	0.223	4.41E-09	Exc_1	SAT2
CC2D1A	2.71E-13	0.527783219	0.305	0.209	4.51E-09	Exc_1	CC2D1A
ACTN1	6.11E-13	0.476618523	0.299	0.203	1.02E-08	Exc_1	ACTN1
PTK2B	6.34E-13	0.527334322	0.269	0.174	1.06E-08	Exc_1	PTK2B
QTRT1	8.99E-13	0.487020374	0.367	0.271	1.50E-08	Exc_1	QTRT1
GABRB3	1.06E-12	0.346441229	0.571	0.503	1.77E-08	Exc_1	GABRB3
KIAA0930	1.85E-12	0.365864408	0.489	0.398	3.07E-08	Exc_1	KIAA0930
CIT	2.20E-12	0.419621854	0.406	0.312	3.67E-08	Exc_1	CIT
MCTP1	2.48E-12	0.402777642	0.484	0.405	4.12E-08	Exc_1	MCTP1
SV2B	7.25E-12	0.401652358	0.365	0.261	1.21E-07	Exc_1	SV2B
DPYD	7.69E-12	0.261427471	0.662	0.582	1.28E-07	Exc_1	DPYD
XYLT1	2.11E-11	0.329341832	0.385	0.291	3.52E-07	Exc_1	XYLT1
PRKAG2	3.08E-11	0.385350515	0.37	0.277	5.13E-07	Exc_1	PRKAG2
SORCS1	4.43E-11	0.344265318	0.422	0.329	7.38E-07	Exc_1	SORCS1
NIN	5.69E-11	0.397767858	0.462	0.384	9.46E-07	Exc_1	NIN
LMF1	8.11E-11	0.394518691	0.416	0.329	1.35E-06	Exc_1	LMF1
MYO1D	8.70E-11	0.384063888	0.313	0.222	1.45E-06	Exc_1	MYO1D
SLC35F3	8.76E-11	0.344590573	0.494	0.414	1.46E-06	Exc_1	SLC35F3
CAMK1D	6.01E-10	0.276505667	0.649	0.593	1.00E-05	Exc_1	CAMK1D
CELF4	8.19E-10	0.296766137	0.56	0.493	1.36E-05	Exc_1	CELF4
CCDC3	8.25E-10	0.445634715	0.286	0.204	1.37E-05	Exc_1	CCDC3
ATF6B	2.12E-09	0.435102886	0.261	0.184	3.52E-05	Exc_1	ATF6B
GPC1	2.28E-09	0.440120582	0.294	0.215	3.79E-05	Exc_1	GPC1
TANC2	2.66E-09	0.282662327	0.586	0.532	4.43E-05	Exc_1	TANC2
MICAL2	3.05E-09	0.396496725	0.38	0.304	5.07E-05	Exc_1	MICAL2
CUX2	3.31E-09	0.438612396	0.348	0.269	5.50E-05	Exc_1	CUX2
TNR	4.11E-09	0.284646767	0.415	0.334	6.84E-05	Exc_1	TNR
CAMK2B	4.32E-09	0.392807269	0.402	0.329	7.18E-05	Exc_1	CAMK2B
CNKSR2	4.39E-09	0.299841607	0.486	0.418	7.31E-05	Exc_1	CNKSR2
MAPK8IP3	8.38E-09	0.424848087	0.351	0.282	0.000139452	Exc_1	MAPK8IP3
DGKZ	1.13E-08	0.439149195	0.326	0.259	0.00018858	Exc_1	DGKZ
HOMER1	1.46E-08	0.425942243	0.293	0.219	0.000242466	Exc_1	HOMER1
PGBD5	1.66E-08	0.442516968	0.297	0.229	0.000276734	Exc_1	PGBD5
FAM153A	1.70E-08	0.401851678	0.366	0.3	0.000283239	Exc_1	FAM153A
CAMKK1	2.95E-08	0.360034264	0.345	0.273	0.000491074	Exc_1	CAMKK1
MROH1	3.06E-08	0.42651003	0.283	0.214	0.00050982	Exc_1	MROH1
MAP2	5.13E-08	0.291115364	0.585	0.565	0.000853242	Exc_1	MAP2
PLEKHA5	7.67E-08	0.273989775	0.583	0.55	0.001276144	Exc_1	PLEKHA5
SLIT1	1.08E-07	0.367609011	0.306	0.236	0.001804653	Exc_1	SLIT1
SPTAN1	1.14E-07	0.38981711	0.445	0.399	0.001904552	Exc_1	SPTAN1
PTPRS	1.15E-07	0.394202418	0.411	0.354	0.001906765	Exc_1	PTPRS
ATP2B1	1.27E-07	0.289079902	0.514	0.46	0.002113222	Exc_1	ATP2B1
CLASRP	1.40E-07	0.400166924	0.253	0.188	0.002336416	Exc_1	CLASRP
GABBR2	1.44E-07	0.292831942	0.5	0.45	0.002397047	Exc_1	GABBR2
ADAM23	1.54E-07	0.337136692	0.395	0.336	0.002565549	Exc_1	ADAM23
RAP1GAP2	1.60E-07	0.367242614	0.41	0.351	0.002668274	Exc_1	RAP1GAP2
ATP8A2	2.41E-07	0.269886781	0.591	0.555	0.004010014	Exc_1	ATP8A2
GRIA3	2.83E-07	0.279549438	0.511	0.461	0.004705547	Exc_1	GRIA3
CNTN3	4.62E-07	0.351152239	0.38	0.315	0.007683779	Exc_1	CNTN3
COL26A1	6.23E-07	0.316000997	0.273	0.208	0.010359279	Exc_1	COL26A1
FOCAD	7.44E-07	0.326067388	0.454	0.409	0.012374428	Exc_1	FOCAD
CDH13	7.51E-07	0.264283272	0.424	0.353	0.01249609	Exc_1	CDH13
MAST1	9.06E-07	0.380503452	0.293	0.234	0.015072862	Exc_1	MAST1
SPDYE16	1.49E-06	0.361350234	0.276	0.214	0.024736861	Exc_1	SPDYE16
KCNQ2	1.63E-06	0.379225879	0.272	0.213	0.027063844	Exc_1	KCNQ2
PRKAR1B	1.89E-06	0.351397498	0.301	0.243	0.031508815	Exc_1	PRKAR1B
ADCY1	2.09E-06	0.317389508	0.286	0.222	0.034787467	Exc_1	ADCY1
KHDRBS3	2.53E-06	0.266219972	0.457	0.406	0.042160206	Exc_1	KHDRBS3
SRRM3	4.02E-06	0.27856024	0.402	0.349	0.066915728	Exc_1	SRRM3
ATP6V1H	6.25E-06	0.369172321	0.307	0.255	0.104028157	Exc_1	ATP6V1H
CHN1	6.64E-06	0.303733483	0.442	0.402	0.11044971	Exc_1	CHN1
CELF5	7.22E-06	0.310541109	0.409	0.364	0.120074651	Exc_1	CELF5
AKAP8L	7.94E-06	0.370018738	0.296	0.245	0.13205883	Exc_1	AKAP8L
CADPS2	1.16E-05	0.259813832	0.409	0.358	0.192607858	Exc_1	CADPS2
GRM1	1.39E-05	0.340603422	0.33	0.276	0.230729983	Exc_1	GRM1
DYNC1I1	1.79E-05	0.277199166	0.456	0.428	0.298573856	Exc_1	DYNC1I1
VPS13A	2.00E-05	0.30483291	0.297	0.244	0.332505901	Exc_1	VPS13A
MAP1B	2.17E-05	0.281696047	0.425	0.389	0.361242308	Exc_1	MAP1B
SNRNP70	3.27E-05	0.30771042	0.37	0.332	0.54424886	Exc_1	SNRNP70
CAMK2A	4.91E-05	0.266609518	0.401	0.36	0.817571425	Exc_1	CAMK2A
TCF25	6.93E-05	0.357834212	0.378	0.346	1	Exc_1	TCF25
MYH10	8.86E-05	0.33547984	0.36	0.322	1	Exc_1	MYH10
SH3GL2	9.95E-05	0.299003808	0.363	0.33	1	Exc_1	SH3GL2
MPRIP	0.000339442	0.314889654	0.327	0.295	1	Exc_1	MPRIP
AMPH	0.000352324	0.308467918	0.291	0.254	1	Exc_1	AMPH
SATB2	0.000359927	0.256714573	0.286	0.241	1	Exc_1	SATB2
ABCA3	0.000514227	0.338563708	0.274	0.241	1	Exc_1	ABCA3
ABLIM2	0.000685945	0.270993267	0.36	0.331	1	Exc_1	ABLIM2
HOOK2	0.00078244	0.337185445	0.286	0.249	1	Exc_1	HOOK2
SNAP91	0.000837259	0.25723432	0.429	0.409	1	Exc_1	SNAP91
SUGP2	0.001610998	0.265963134	0.297	0.262	1	Exc_1	SUGP2
DYNC1H1	0.002373246	0.304185526	0.317	0.293	1	Exc_1	DYNC1H1
SYNDIG1	0.004637435	0.307665065	0.262	0.237	1	Exc_1	SYNDIG1
ARL17B	0.007050867	0.297808536	0.313	0.295	1	Exc_1	ARL17B
ARHGEF3	0.008033522	0.25959881	0.266	0.24	1	Exc_1	ARHGEF3
PDZD2	1.43E-263	1.496061814	0.955	0.415	2.39E-259	Exc_2	PDZD2
CUX21	5.38E-204	1.221307564	0.781	0.205	8.96E-200	Exc_2	CUX2
HS6ST31	6.12E-165	1.051967021	0.934	0.507	1.02E-160	Exc_2	HS6ST3
CBLN2	1.56E-160	1.195504261	0.543	0.107	2.60E-156	Exc_2	CBLN2
LRRTM4	9.75E-159	0.811367776	0.987	0.865	1.62E-154	Exc_2	LRRTM4
KCNIP41	1.22E-150	0.671368749	1	0.969	2.04E-146	Exc_2	KCNIP4
SYN31	1.07E-145	0.989489731	0.903	0.498	1.79E-141	Exc_2	SYN3
GRIA4	1.81E-127	0.890915917	0.882	0.49	3.01E-123	Exc_2	GRIA4
FAM19A11	9.99E-124	0.896169878	0.891	0.469	1.66E-119	Exc_2	FAM19A1
PHACTR1	1.73E-122	0.698569089	0.982	0.777	2.87E-118	Exc_2	PHACTR1
TTC6	2.11E-121	0.831075066	0.297	0.035	3.50E-117	Exc_2	TTC6
DLGAP21	2.24E-120	0.737094879	0.974	0.706	3.72E-116	Exc_2	DLGAP2
DGKB	9.54E-117	0.8723762	0.885	0.518	1.59E-112	Exc_2	DGKB
RGS61	2.29E-112	0.820295907	0.853	0.423	3.80E-108	Exc_2	RGS6
TESPA1	2.54E-110	0.905899676	0.347	0.059	4.23E-106	Exc_2	TESPA1
KIAA1211L1	3.03E-105	0.864068967	0.729	0.292	5.05E-101	Exc_2	KIAA1211L
ASIC2	4.43E-99	0.603423041	0.961	0.641	7.37E-95	Exc_2	ASIC2
IQCJ-SCHIP11	2.59E-98	0.642924469	0.969	0.708	4.32E-94	Exc_2	IQCJ-SCHIP1
EPHA6	2.08E-95	0.828628474	0.812	0.406	3.46E-91	Exc_2	EPHA6
COL24A1	1.24E-88	0.781527064	0.426	0.11	2.06E-84	Exc_2	COL24A1
FAM153B1	1.98E-86	0.810320591	0.632	0.242	3.30E-82	Exc_2	FAM153B
CSMD1	2.63E-86	0.460275299	0.998	0.925	4.38E-82	Exc_2	CSMD1
FAM153C1	3.57E-84	0.768017264	0.783	0.427	5.94E-80	Exc_2	FAM153C
LMF11	7.50E-84	0.819892233	0.676	0.292	1.25E-79	Exc_2	LMF1
RASGRF2	1.84E-83	0.842546624	0.595	0.227	3.06E-79	Exc_2	RASGRF2
PTPRR	1.93E-83	0.807510227	0.59	0.225	3.20E-79	Exc_2	PTPRR
RCAN2	1.50E-82	0.826339978	0.58	0.22	2.49E-78	Exc_2	RCAN2
ST6GALNAC51	2.29E-82	0.753476537	0.796	0.418	3.80E-78	Exc_2	ST6GALNAC5
SORBS2	3.56E-82	0.760877476	0.791	0.432	5.93E-78	Exc_2	SORBS2
CDH9	2.35E-79	0.725895533	0.652	0.269	3.91E-75	Exc_2	CDH9
SLIT31	5.02E-79	0.701248598	0.6	0.218	8.36E-75	Exc_2	SLIT3
CA101	2.15E-78	0.774443928	0.582	0.219	3.57E-74	Exc_2	CA10
GREB1L	5.98E-78	0.840918648	0.376	0.098	9.96E-74	Exc_2	GREB1L
TMEM132D1	1.24E-77	0.617770754	0.874	0.505	2.05E-73	Exc_2	TMEM132D
CDH22	1.47E-76	0.769227624	0.366	0.093	2.45E-72	Exc_2	CDH22
CELF2	2.10E-76	0.489649845	0.981	0.847	3.49E-72	Exc_2	CELF2
RAPGEF51	3.18E-73	0.651864602	0.794	0.424	5.30E-69	Exc_2	RAPGEF5
PCSK21	5.41E-73	0.68814669	0.744	0.364	9.00E-69	Exc_2	PCSK2
CDH12	2.82E-72	0.607169804	0.846	0.514	4.70E-68	Exc_2	CDH12
CDH18	5.00E-71	0.705730644	0.806	0.498	8.32E-67	Exc_2	CDH18
CA4	1.25E-68	0.708928916	0.263	0.053	2.07E-64	Exc_2	CA4
TIMP31	1.33E-67	0.701234727	0.601	0.246	2.22E-63	Exc_2	TIMP3
LDB2	1.88E-67	0.646531676	0.784	0.433	3.13E-63	Exc_2	LDB2
GNAL	3.91E-67	0.794986713	0.381	0.114	6.50E-63	Exc_2	GNAL
SIPA1L1	5.53E-67	0.621531967	0.84	0.578	9.20E-63	Exc_2	SIPA1L1
KCTD16	9.77E-67	0.597661817	0.849	0.532	1.63E-62	Exc_2	KCTD16
KALRN1	5.50E-66	0.487964214	0.956	0.759	9.15E-62	Exc_2	KALRN
STXBP5L1	7.16E-65	0.487194455	0.958	0.753	1.19E-60	Exc_2	STXBP5L
SLC22A10	4.17E-64	0.642069003	0.6	0.249	6.94E-60	Exc_2	SLC22A10
R3HDM11	4.45E-63	0.530279974	0.901	0.648	7.41E-59	Exc_2	R3HDM1
ITPR1	1.14E-62	0.696969505	0.574	0.249	1.90E-58	Exc_2	ITPR1
ATRNL1	1.30E-62	0.486275356	0.938	0.686	2.16E-58	Exc_2	ATRNL1
NDST3	1.71E-62	0.710555822	0.545	0.226	2.85E-58	Exc_2	NDST3
DPYD1	2.01E-62	0.559142085	0.861	0.554	3.35E-58	Exc_2	DPYD
CACNA1C1	3.80E-62	0.497507363	0.927	0.682	6.32E-58	Exc_2	CACNA1C
PPFIA2	1.13E-61	0.536190075	0.903	0.651	1.88E-57	Exc_2	PPFIA2
FSTL4	7.24E-61	0.556709115	0.741	0.364	1.20E-56	Exc_2	FSTL4
NTRK3	4.47E-60	0.568357106	0.827	0.546	7.43E-56	Exc_2	NTRK3
NIPAL2	5.40E-60	0.722990072	0.467	0.179	8.98E-56	Exc_2	NIPAL2
ACTN11	7.05E-57	0.683356006	0.467	0.181	1.17E-52	Exc_2	ACTN1
NECAB11	3.24E-56	0.62361681	0.582	0.258	5.39E-52	Exc_2	NECAB1
